sentence_id	sentence	sentence_domain	source	is_used	clips_count
3014835d0c411230a87f02b180f729d397e2733e0bde0e5114fcfd9d59694809	ფალტონიშ აკანი ხოლო ვამიღჷ, ვარინ კუჩხით გილულა მიჭირს.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
3a1e5961bc540c411cd5466bde1a603ecd9a5ef8b27483a93d3ba611474d1138	თინა თეშ რდჷ საქვარს დინოფულირი, დუდშა ხოლო ვეუკინუ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
41f411f09ece5e56d07498c52547ddb977812f11ed929c1ae272e7a401df13af	თის ჯგირ რეპუტაცია უღუ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
4e7b0e7f5aaca212c039805b165cb257997ae1601e5632214f9c1a90795bee0e	თენა ხოლო დახე თეშ სხუნუნს, მუჭოთ თი შუმილია.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
5348de5e1f016d878473c058f411bd47e9b2ce5421426f3c422c32ed7800d71c	მის უჩქჷ, მუ მოხვადუნ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
5f6da99f2b7b85e4cafc58725106f7da0317c99a6dc3ac5b4c50b05d7d25ecf5	მუშოთ ოკო რაგადი, სი სოთინ ალმასი ქოძირი, ნამუთ მითინიშ ვარენ-და, თინა სქან რე.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
6213ec466101cef95d7c4ec733cea5c861135ca6412086bed0b43d76c63ec9bc	მოსაქვარექ ქომეხვადჷ, ნამდა თაშ ეფას ვა არსხებედჷ დუდინ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
67e83fe9e7a60a21b27aca2949fdad88bd2a3cbf1ff77f347c6641e46cd1271d	იახა, მის უჩქჷ მუ მოხვადუნ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
6ad6eaeb8f708016a5e728a6915228ba54f6363efe26a3a71fb3ad140b49cbfe	მა სერიოზულ კოჩი ვორექ, ოფაჩალუშა ვაფჩოდჷ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
6d02cd8af9a53d3080d68e21b753fec6e69ec99cfdb1a2742550ffd07948fb03	თიქ მუშ დავთარი გეგნოფაჩჷ დო ფანქარს წვანდი გამწუთოლჷ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
6f339a76dc8a3ea02235e21a4a97129a98db334e8bd9c9d51e6fab950ac9764e	თიქ დიდი გვალა გეკლაძირ-და, თეშ დადასურაფალო თი გვალაშე ქუალეფი ქომიღას ოკო.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
7259667d04016b8c7cc422473b645aee35d24cd1d4f7e4acb454ecdc6ed6f195	ასე უმოსი ბირა-სხაპუა რდჷ აქ, უმოსი ზიტყვაშა გიშულა, უმოსი დღახუეფი.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	1
7cacbfe1b03f51eba72e2df1b1980ee58718659d65eb3d4e6044bc9ae03622af	უკულ ჭითათ გოღაზურელ ხეშქოსალით ჸვაშე უფი გემიჯირქ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
80ab28ca734ad3897c0031901cf591c37c13d195df023f3d01d64e3f84793a2b	მაფაქ მუშ პლანეტას, მეძობელ პლანეტეფს დო მურიცხეფს ქოგეუწურუ კითი.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
83210ff2296aa680202ee30eec696cc2c8d8df5ea5665638ecadb0bb22146af0	ჩქი ჩქინ სინთელეშ მათხილაფარო მემიღუნა თენეფი. 		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	1
83ee2520ef8c447cfa859dd47c00ebc71a6a2a327494af50910808664a129d89	ნამ ქიანაშ ძირაფას ელამიჩანდით?		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
8e4869ae240506f97a42b952797a34dcf7d5ea285e798aba2cf09c70de735f00	მუჟამს ნოთეს გეიორზანსინ, ითამ ართ ახალ მურიცხი ვარა პეული გუთმორჩქინდუ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
9df86b2d6c4629d25429696518685a21556e31bd717fa5ed3f6d934f2ed701f2	თაშ ქაჸუნეს ართ ხუთ წუნს.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
a4d63c4e1aa372c7ded14a03e0128aadbdf375f0ffe2292d009d775cc3c7e920	მიმოჩქჷ, ნამდა თეშოთ ასე ძალამ მოხუჯურ ბორჯიე.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
ad3322b94b518b48d396117543da0acff513c5e525f381b7c598877fbfc25614	მა თის ორთუმელწკუმა წიმუხედი გვალო შურიშ ეშალაფაშ ბორჯის.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	1
adfb956a62bb30ed84a93b67441c61afbf37318e306cde6018d9cb2d827edaee	ჩე გოთანა გოგითანუას ღორონთქ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
b1363fc4dbcc112cdb85903c4cdfe451e9933ffa287e8f5945f36c30007c91ca	თის თესხი ნძალა ქოუღუდუკონ, ბჟაშ დინულას ჟარნეჩდოოთხშახ ვარინ, სუმენეჩდოვითოჟირშახ ხოლო ქოუჯინედ კველაშ უგნუდგუმუო.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
b99acdf6fc38f9e9f220e8787a888b0b0cd78946755d0f99c0ccf4d23feb2da7	ურგებელა დო ზირტიკია კათას ტყურაია იმენდეფს უხინარენან.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
c3af1bddb8fe0b8928be30d0b3f8e58955a2594c2ff6fd425ec8617c46a9be9f	ქიგიაჸუნჷ შარას, მარა ხოლო მუშ პეულიშ არზი ალაკილოთუდჷ გურს. 		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
c8865a9245ebb70069ca72b22ffe580a0c8a82318b7f76a46ca5a8412ec09e3a	გილმაშარეს ხვალე მადასურაფალ საბუთეფს თხულენა.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
cc0a9c9f3fb48d0153cf57c0f601206238c00240e70d1b75dd5ece68462df3f9	დუდგიმე დიფრჩინი.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
cd09b267c4bc20c9bc087c2c8194cdce433854b4a0d00973f58f7538a3033f68	მოსაქვარექ დუც ეუკინჷ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
d05945ada78382c98c55e99bd6f0cee2dbc309f03281f826297eed9afd191c8f	შური ქოგიოკაშჷ დო შარას ქოგიაჸუნუ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
dfefcb70c6122c2909a087b9687ed636e7750e60d176de256f0c887f7693fb3b	თის ხომ ოპეკუდჷ ნამდა ართ დოლმახორეშ მაზოჯალო გინირთუნ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
ee422f986bbf6878915c7f4810c5d6b4f5c38f8b45461ed1544e4cf5f47169c1	ნძალაშულობა ირფელიშ ოწოხ გაღიერებას გერსხუდას ოკო.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
f288de4c356b056f547093a582045ebb7679eac750338f570e3133dfd74d4552	ის ხვალე ოთხკაკალია ძიგირჷ აპალუ დუდიშ ოთხილარო.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
f9dbc57e89ee8a7327c271da02a0e2b44e4b3172f6ab39712e56faa0cdaa17b8	თიქ კინ გეიორზ ნოთე.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
fd37cf3dd6fabc1bbeef1c132443013795ead031dfdde69c9de511184c533e72	ინა მუშ ოჭარალ ტაბაკის მუკოხედას ოკო.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	1
0b58e7142f0f69f63567416ae3acec45040cfd807eb0126e720fbf619807fe5e	გვალო ჯგირ საქვარიე დო დასურო საჯგირო, მუშენ-და სქვამიე.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
13940142c3bde27a284604a02b27a3075eb35b04e7f237db140f2b289d7d5fab	მოკოდ ბჟაშ დინულა ბძირიკონ, გოჩით ჭყოლაფა, ქოუზოჯით ბჟას, გენორთასინ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
267ea73536a25e8049884285007837f148a384a2b0ba999172d37081d4fa676e	ბუთქაფის მუდა ოშ მეტრაშ ვიშო გოურღვაფუდუნ, მის უჩქჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
37833846fb81c37615ded078a58c18dd0b54c67322559b3578521e3541a7f60c	მუ ოძიცე ქუდი გიგორთუნა.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
4428a34a643ef6142336da6d2e636d004ddff940f74707cc55069f5b34fc0213	მუკაჯინედინ, მოტახილი ქორდჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
4d8de07504a68be2dfe4e539c8fc99f004524eadabd95d3a7c8ab0f5f937aa67	გიმორძგვეს, მარა ალა-მალა ვაპალუდეს დო ზისხირი მახაფალუდეს.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
5178a84c61a1f134762cb2097d82a34dec0cbcd029ba11432cbbfc736990c3be	ჭიი-ჭიეთ ფერმაშ განიშე დაჭყეს ქულაფი დო ხვეხვინით ულა.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
59338640e08b2c116cdb4fd4be2bde6dd2d9c9cf77639b12164e2128dede262c	თინეფს უჩქუდეს, ნამდა რინა მონკა რდჷ დო ოჭიროთაია		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
5b51a9dc1afe6b3974cb1140e74a73879f47bda8d0ab98bbab3f851abf531b60	ვართ რაგადის დო ვართ ერთი-მორთის გიოხედჷ, ნამდა ჭყანა ვაუღუდუნ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
5ba791d6081008f45b5134f544865eb0d68f4ccdba3b295ab710ad0379c1ded8	ათაქ ნერქ დაწყორჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
6c1bc14eb9f4fa1c5ba68f830b81494692d240ca58e5119be015f54f8d115f94	შუმილ კოც ირფელი ჟირო აძირუაფჷ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
724d40af22b7a93236fe2595a3599051660a7a1c748a83a2eb56c69d0f89c6d8	ზარხულიშ ართ ონჯუას ხონარქ გისიმჷ, მუდგაქ რენ ქაღოლუა.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
7c49adb80c9f922020b36a09a6bc2ed97b077c211aa629c25549cb0e277d5826	პირველო აშიიდჷ ჩოლამა გურაფაშო დო კითხირიშო.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
86cad9922b382fb8050685d5077a1bb51e8391bef1b8d8e1c79856e35c6efd69	ის ბირგულეფშე ზისხირი მანტუუდჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
893520eac4732ff9355a9a5ed14e3f95100e214a542d25e9db9418eb8ca03437	იახა, მუთუნ ვეგიპალუდ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
95ca2a7e4a7f53f03f3862fd27895292c29d8bcb71df7eff4e664f30ad402fa9	პატონს ჯვეში შლიაპა გიორთუდჷ, ოზეს გილეტირკონჷ დო კინ დინახალე გემნორთჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
a064dc75ac0514f4dc4976537133bde5226adfe32a80781a5f0e3ade23c9e76e	ინა გილმაშარეეფს აკოხვადუ, გითოკითხენს თინეფს დო არძაშ ნარაგადის დინმიჭარანს.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
b004118b4ce2ec5416e533c638968bd54e77181b963b1ee07408e8151139d73d	თიმ სერს  ჸუდეშე ხუმამაღალი ბირაშ ხონარი გიმმიშჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
b32331b8c74bfe0e54c7cbb85301024fe5503ee541a7f3ffefebdc016c8edd6d	ეშობას რინაქ მანგარო გაჭირდჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
b46fa07f23bcdfd85fac2590f6446326a34502bb327f77b368681361d023b09b	ურჩალა ვამაძირუაფჷ. 		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
b8a2678ff867a77c58fb386c5ced949636a96216afcb3893eb9691c76a2dbd2d	თენა ოწმახო რდჷ თაშ მონწყილი.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
c6a1c324fff10839a2ee45bc6cdd442c441787353d2caf760df834ccf9501182	გვალა ძალამ ვანაფერო ითირანს აკანს დო ოკეანე ხოლო ძალამ ვანაფერო სქირუ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
d0553a31693455086bf00c6cf5960378c003efbf928173e2dd1ceb90c177b180	მიდგაქ რდუნ ქიდირაგადუ, თენა ხაშილ ქერიშ შური რენია.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
d7a92f3de461b6c7d95bc2780f68f9308824ec58e9b5bb1d88fecfa5252f9bd8	კათას ზუღაშა გინოციმა ქოუზოჯი-და, რია-რიას მოგინწყუნს.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
dd76d5ca9098d7b24c8f3007d29d3b29c7e1847b5d86f2bbeb7cbde79f55e5de	სოდგარენ ვითოხუთ წუნთიშა გემკორჩქინდჷ, აჩქიჩქარაფილ დო აჭიროთაფილ მეჯინათ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
e095973b16110b5c0545cacec0c5e1198977e111db802c437c4003a16562a996	ათაშ პეტელანდეს ხუთი წუნთის ართი ვამუსოფუნან თეში.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
e4b84f6860690fdb89f2f25698d1e9e2eba2b8808b35f3996376e7be77920a0a	არძას თიშ ღოლამა ოკო მოთხუე, მუთ აქიმინენ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	2
ede54d548344794d8deb08b256a0326637d516b7452d8266472c520b1f0766bb	თეჯგურა გურსაჭვო აიშახ მუთუნ ვამომიძირუაფჷ მა.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
f78060a2a95b446123fb43b2bc42e9c641f4a3e5c6d379a9c273aabe56f52e4f	ქიგლექუქუდჷ ჯიკის, ქუდუთქურშინუანდჷ მუშ უჩა ფსუალეფს დო მითინ ქუმურჩქილუანდუ-და, აკა საათის ქორაგადანდჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
fad1a3933a12feae353767a2d84767a776ae7428fd186f63191fe1ba2204d7bc	თე ბორჯის, ართი სამანცარი ინციდენტიქ ქუმოხვადჷ, მუდგაშ ერთი-მორთიქ მითინს ვეიანწყინჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	2
029b476acaf3eaf49eac4e6704a87c4e4b1e83da6237b6ade1ecd9e6e4ae3178	ოხილეშ ვიქილენ მინდორიას ქერი თასილი რდჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
07e9c28919bc7aa70e94e541785719a5f4ef7d4af123d4f9098b52b056fb0e6e	მახუთა დღას, კინე კირიბიშ ჭყოლობუათ, გეგმიარგამჷ ჭიჭე მაფასქირიშ რინაშ სალამურობაქ.		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	3
0fb13ce867b346aeb93d57201668289e8133ec2529ecab87cd3fe43dc40e6378	სონ ბორჯიშ თე ამბე რდჷ, მარა ნამდგაქ რდუნ თქუ, ლაბახაშა იბრულათია დო დოპლიკუათია.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
103348ce1bfc4b9706c93417a5e45ef2efd0245f7349aaee46aa32a116004564	მარა თინა ნჭყოლირი რდჷ დო ჩქი არძა ვორწყედით ზისხირი მართხაფალუდუნ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
122eae6a58f6ad5912cbbd4b28f937dfcc9a6be27d3a71dc049ec85c182e875c	მონკა სამუშა დო მერკე ოჭკომალშა ძალამ გარზებელ ქორდჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
29ef313b4b68960ad9f796adb9bde96038c56e578e495d16c47011d57da8f6ff	მაჟირა დღაშ ონდღეშა ჸუდეშე ჩიმ-ჩამი ვერჩქილედჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
2e20c584ecab0bbdb08b57a48735674cc6356d2175fb9c9e52302874dbb3fef0	თინეფი შურშურაიათ არსულენა ჩქიმ ირ ზალამს. 		ანტუან დე სენტ-ეგზიუპერი, “ჭიჭე მაფასქირი“. მეგრულად თარგმნა გივი გ. ქარჩავამ	1	3
538353cef7fc2d6b4312f38e7bd388f4e2de3d1929c9ba51a301dfac90c1117f	მუშ ჭიფე თოლეფს მუდგარენ ოთაკილუდუნ თეშ უმარმალუანდჷ იშო-აშო.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
5b551bea8e07146273e44459ff4365bac749af88462347ce0f86fa811c9b9014	თიშ ერჩქინაშე მავითოჟირა წანა მონჭაფილ რდჷ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
5fe2629d09a2e40946e81f8eca06b36a4910db6c05f15f53e601cf46a8186729	წირ ზოთონჯი ხოლო გოწონერცალო ოწარწალაია რდჷ დო ოჭკომალი ხოლო უმოსი ჭიჭე უღუდეს.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
65a5c2930539b09e67662d1d4c678e3544341947271c7c1232d13b7f7abb40f5	ცოდაშ კითხირ ვეჸიდუო, შხვადო თეჯგურა ჰამო ქიანა ვარდუკონ.		ჯორჯ ორუელი „ორინჯეფიშ ფერმა“, მეგრულად თარგმნა გივი გ. ქარჩავამ, თბილისი, 2021.	1	3
