clip	duration[ms]
common_voice_xmf_42400826.mp3	4716
common_voice_xmf_42448385.mp3	7128
common_voice_xmf_42457145.mp3	6660
common_voice_xmf_42635413.mp3	6336
common_voice_xmf_42604960.mp3	5976
common_voice_xmf_42562167.mp3	5436
common_voice_xmf_42597959.mp3	3420
common_voice_xmf_42522359.mp3	4248
common_voice_xmf_42448342.mp3	8568
common_voice_xmf_42457277.mp3	6660
common_voice_xmf_42690672.mp3	6696
common_voice_xmf_42597919.mp3	6480
common_voice_xmf_42602934.mp3	5256
common_voice_xmf_42408375.mp3	4500
common_voice_xmf_42025654.mp3	4896
common_voice_xmf_42343619.mp3	2988
common_voice_xmf_42447681.mp3	5328
common_voice_xmf_42675897.mp3	5724
common_voice_xmf_43127378.mp3	3888
common_voice_xmf_42545756.mp3	5400
common_voice_xmf_42091877.mp3	9900
common_voice_xmf_42414523.mp3	8388
common_voice_xmf_42386133.mp3	5940
common_voice_xmf_42381115.mp3	9180
common_voice_xmf_42635585.mp3	6660
common_voice_xmf_42601111.mp3	6696
common_voice_xmf_43127159.mp3	6120
common_voice_xmf_42690738.mp3	5400
common_voice_xmf_42457502.mp3	8172
common_voice_xmf_42522355.mp3	8388
common_voice_xmf_42062956.mp3	3708
common_voice_xmf_42457515.mp3	3852
common_voice_xmf_42343257.mp3	5400
common_voice_xmf_42677782.mp3	7236
common_voice_xmf_43004892.mp3	5148
common_voice_xmf_42691510.mp3	3924
common_voice_xmf_42450789.mp3	9900
common_voice_xmf_42137709.mp3	4608
common_voice_xmf_42367192.mp3	4968
common_voice_xmf_42531848.mp3	7848
common_voice_xmf_42457514.mp3	5508
common_voice_xmf_42137629.mp3	4896
common_voice_xmf_42545587.mp3	5220
common_voice_xmf_42171705.mp3	4716
common_voice_xmf_42459652.mp3	2736
common_voice_xmf_43108930.mp3	5148
common_voice_xmf_42401692.mp3	8820
common_voice_xmf_42677736.mp3	5220
common_voice_xmf_42690751.mp3	4608
common_voice_xmf_42677708.mp3	5400
common_voice_xmf_42545753.mp3	7776
common_voice_xmf_42137706.mp3	6588
common_voice_xmf_43147249.mp3	8388
common_voice_xmf_42162982.mp3	7308
common_voice_xmf_42351575.mp3	7776
common_voice_xmf_42539407.mp3	4968
common_voice_xmf_43244013.mp3	5904
common_voice_xmf_42603221.mp3	7560
common_voice_xmf_42447624.mp3	5688
common_voice_xmf_42531934.mp3	5400
common_voice_xmf_42385222.mp3	5688
common_voice_xmf_42482273.mp3	5868
common_voice_xmf_43308318.mp3	9828
common_voice_xmf_42022912.mp3	5724
common_voice_xmf_42014852.mp3	5976
common_voice_xmf_42463158.mp3	4500
common_voice_xmf_42392626.mp3	5760
common_voice_xmf_42447623.mp3	6408
common_voice_xmf_42397821.mp3	5688
common_voice_xmf_42367467.mp3	8136
common_voice_xmf_42377274.mp3	3240
common_voice_xmf_42539167.mp3	6228
common_voice_xmf_42562052.mp3	8244
common_voice_xmf_42482543.mp3	4788
common_voice_xmf_42450748.mp3	6336
common_voice_xmf_42400967.mp3	3996
common_voice_xmf_42879518.mp3	10440
common_voice_xmf_43147601.mp3	5256
common_voice_xmf_42635417.mp3	6588
common_voice_xmf_43127230.mp3	7308
common_voice_xmf_42532426.mp3	6876
common_voice_xmf_42609413.mp3	4860
common_voice_xmf_42352521.mp3	7128
common_voice_xmf_43206485.mp3	4788
common_voice_xmf_42985434.mp3	7452
common_voice_xmf_42691072.mp3	4788
common_voice_xmf_42635586.mp3	5580
common_voice_xmf_42583448.mp3	8928
common_voice_xmf_42690842.mp3	5328
common_voice_xmf_42602929.mp3	7668
common_voice_xmf_42066851.mp3	5976
common_voice_xmf_42377855.mp3	4860
common_voice_xmf_42386190.mp3	4824
common_voice_xmf_42690940.mp3	6588
common_voice_xmf_43228580.mp3	4176
common_voice_xmf_42062002.mp3	4500
common_voice_xmf_42905729.mp3	4968
common_voice_xmf_42444043.mp3	7488
common_voice_xmf_42377773.mp3	6696
common_voice_xmf_42073482.mp3	5688
common_voice_xmf_42397274.mp3	6336
common_voice_xmf_42623652.mp3	4428
common_voice_xmf_43308094.mp3	3348
common_voice_xmf_42344693.mp3	2160
common_voice_xmf_42381064.mp3	10548
common_voice_xmf_42457134.mp3	6624
common_voice_xmf_42368145.mp3	6480
common_voice_xmf_42448957.mp3	8640
common_voice_xmf_42087848.mp3	8316
common_voice_xmf_42376984.mp3	6948
common_voice_xmf_43147467.mp3	8460
common_voice_xmf_42447267.mp3	8208
common_voice_xmf_42242940.mp3	7740
common_voice_xmf_42087706.mp3	8280
common_voice_xmf_42690965.mp3	8928
common_voice_xmf_42676099.mp3	7020
common_voice_xmf_42677689.mp3	5328
common_voice_xmf_42551194.mp3	3240
common_voice_xmf_42690720.mp3	7200
common_voice_xmf_42457292.mp3	7020
common_voice_xmf_42676094.mp3	5796
common_voice_xmf_42602922.mp3	7776
common_voice_xmf_42690790.mp3	4896
common_voice_xmf_42691059.mp3	6228
common_voice_xmf_42014005.mp3	4320
common_voice_xmf_42609404.mp3	5148
common_voice_xmf_42551473.mp3	7020
common_voice_xmf_42457140.mp3	7056
common_voice_xmf_42405973.mp3	5976
common_voice_xmf_42605467.mp3	4680
common_voice_xmf_42343490.mp3	6840
common_voice_xmf_42427878.mp3	9108
common_voice_xmf_42073876.mp3	4428
common_voice_xmf_42415984.mp3	5688
common_voice_xmf_42879510.mp3	4896
common_voice_xmf_42482478.mp3	4716
common_voice_xmf_42539423.mp3	4356
common_voice_xmf_42539352.mp3	6336
common_voice_xmf_42108679.mp3	3888
common_voice_xmf_42691029.mp3	4860
common_voice_xmf_42087909.mp3	7848
common_voice_xmf_43206463.mp3	5076
common_voice_xmf_43308170.mp3	6660
common_voice_xmf_42432601.mp3	3960
common_voice_xmf_42366987.mp3	2628
common_voice_xmf_42482489.mp3	5616
common_voice_xmf_42539083.mp3	5220
common_voice_xmf_42539233.mp3	4968
common_voice_xmf_42635385.mp3	5400
common_voice_xmf_42435708.mp3	7056
common_voice_xmf_42091930.mp3	7380
common_voice_xmf_42690711.mp3	6300
common_voice_xmf_42457216.mp3	4248
common_voice_xmf_42603042.mp3	4140
common_voice_xmf_42393802.mp3	6408
common_voice_xmf_42998363.mp3	6120
common_voice_xmf_43127240.mp3	3420
common_voice_xmf_42062460.mp3	7200
common_voice_xmf_42605017.mp3	5148
common_voice_xmf_42385933.mp3	8208
common_voice_xmf_42447835.mp3	7920
common_voice_xmf_42675855.mp3	5472
common_voice_xmf_43014900.mp3	7056
common_voice_xmf_42469126.mp3	5148
common_voice_xmf_42376914.mp3	6156
common_voice_xmf_42450857.mp3	4968
common_voice_xmf_42691061.mp3	5220
common_voice_xmf_42447996.mp3	7056
common_voice_xmf_42697211.mp3	6444
common_voice_xmf_42435125.mp3	5508
common_voice_xmf_42435806.mp3	4536
common_voice_xmf_42444212.mp3	5688
common_voice_xmf_42149180.mp3	4788
common_voice_xmf_43147283.mp3	8568
common_voice_xmf_42462489.mp3	8388
common_voice_xmf_42447353.mp3	4176
common_voice_xmf_42386802.mp3	6228
common_voice_xmf_42405469.mp3	7020
common_voice_xmf_42087681.mp3	6120
common_voice_xmf_43206580.mp3	5616
common_voice_xmf_42439565.mp3	5328
common_voice_xmf_42014469.mp3	3960
common_voice_xmf_42137378.mp3	9900
common_voice_xmf_42675921.mp3	4824
common_voice_xmf_42450851.mp3	3240
common_voice_xmf_42380450.mp3	5076
common_voice_xmf_42690633.mp3	6336
common_voice_xmf_42522337.mp3	6336
common_voice_xmf_42562561.mp3	5724
common_voice_xmf_42522265.mp3	6336
common_voice_xmf_42447351.mp3	4320
common_voice_xmf_43044001.mp3	9180
common_voice_xmf_43057422.mp3	7056
common_voice_xmf_42659533.mp3	2880
common_voice_xmf_42061931.mp3	6228
common_voice_xmf_42457157.mp3	3744
common_voice_xmf_42369572.mp3	3348
common_voice_xmf_42400510.mp3	6408
common_voice_xmf_42444368.mp3	5148
common_voice_xmf_42343258.mp3	5040
common_voice_xmf_42449141.mp3	3888
common_voice_xmf_42635596.mp3	7308
common_voice_xmf_42393827.mp3	5328
common_voice_xmf_42136376.mp3	6948
common_voice_xmf_42445379.mp3	8280
common_voice_xmf_42377272.mp3	4716
common_voice_xmf_42025525.mp3	7920
common_voice_xmf_42462873.mp3	8136
common_voice_xmf_42062309.mp3	7416
common_voice_xmf_42061647.mp3	5868
common_voice_xmf_42459788.mp3	5328
common_voice_xmf_42242994.mp3	8100
common_voice_xmf_42688182.mp3	4716
common_voice_xmf_42478096.mp3	7416
common_voice_xmf_42603152.mp3	4608
common_voice_xmf_42386239.mp3	5796
common_voice_xmf_42408032.mp3	4320
common_voice_xmf_42386269.mp3	6588
common_voice_xmf_42386267.mp3	7056
common_voice_xmf_42677765.mp3	6156
common_voice_xmf_42677666.mp3	8892
common_voice_xmf_42457237.mp3	4752
common_voice_xmf_42067951.mp3	6228
common_voice_xmf_42022913.mp3	6228
common_voice_xmf_42690599.mp3	5076
common_voice_xmf_42427950.mp3	5616
common_voice_xmf_42463093.mp3	8748
common_voice_xmf_42377826.mp3	5040
common_voice_xmf_42435798.mp3	6048
common_voice_xmf_42562343.mp3	4284
common_voice_xmf_42457429.mp3	7956
common_voice_xmf_42343520.mp3	6228
common_voice_xmf_42368295.mp3	5256
common_voice_xmf_42562411.mp3	4824
common_voice_xmf_43069562.mp3	6552
common_voice_xmf_42635490.mp3	4428
common_voice_xmf_42462721.mp3	8136
common_voice_xmf_42635470.mp3	7128
common_voice_xmf_42061644.mp3	9540
common_voice_xmf_42447411.mp3	7740
common_voice_xmf_42366596.mp3	10224
common_voice_xmf_42061844.mp3	6660
common_voice_xmf_42447172.mp3	10260
common_voice_xmf_42386332.mp3	8028
common_voice_xmf_43108869.mp3	6948
common_voice_xmf_42467764.mp3	9000
common_voice_xmf_42400628.mp3	7128
common_voice_xmf_42032933.mp3	4860
common_voice_xmf_42691068.mp3	4716
common_voice_xmf_42061954.mp3	6660
common_voice_xmf_42392528.mp3	4788
common_voice_xmf_42635401.mp3	5508
common_voice_xmf_42697318.mp3	7020
common_voice_xmf_45736947.mp3	10800
common_voice_xmf_42405830.mp3	2880
common_voice_xmf_42087805.mp3	4860
common_voice_xmf_43147413.mp3	7236
common_voice_xmf_42677694.mp3	6876
common_voice_xmf_42435757.mp3	4248
common_voice_xmf_42104518.mp3	6588
common_voice_xmf_42091931.mp3	7380
common_voice_xmf_42463161.mp3	6768
common_voice_xmf_42478144.mp3	4680
common_voice_xmf_42522384.mp3	2736
common_voice_xmf_42449027.mp3	8136
common_voice_xmf_42400420.mp3	5688
common_voice_xmf_42385905.mp3	5076
common_voice_xmf_42137492.mp3	6300
common_voice_xmf_42162888.mp3	10656
common_voice_xmf_42427911.mp3	8820
common_voice_xmf_42137058.mp3	6516
common_voice_xmf_42439566.mp3	5256
common_voice_xmf_42435890.mp3	5940
common_voice_xmf_42405520.mp3	7740
common_voice_xmf_42602971.mp3	7668
common_voice_xmf_42366594.mp3	4968
common_voice_xmf_42450786.mp3	6660
common_voice_xmf_42635449.mp3	3276
common_voice_xmf_42067684.mp3	4536
common_voice_xmf_42377449.mp3	8748
common_voice_xmf_42539220.mp3	5976
common_voice_xmf_42183164.mp3	5400
common_voice_xmf_42416322.mp3	4716
common_voice_xmf_42062139.mp3	7056
common_voice_xmf_42562464.mp3	9864
common_voice_xmf_42690622.mp3	8136
common_voice_xmf_42343188.mp3	8856
common_voice_xmf_42690938.mp3	7128
common_voice_xmf_42162963.mp3	7416
common_voice_xmf_42352310.mp3	4680
common_voice_xmf_42386191.mp3	4824
common_voice_xmf_42377229.mp3	8496
common_voice_xmf_42149179.mp3	4968
common_voice_xmf_42610993.mp3	4608
common_voice_xmf_42104280.mp3	6228
common_voice_xmf_42635400.mp3	4860
common_voice_xmf_42182711.mp3	6228
common_voice_xmf_43308368.mp3	4428
common_voice_xmf_42104515.mp3	5436
common_voice_xmf_42398339.mp3	5976
common_voice_xmf_43108723.mp3	5256
common_voice_xmf_42675912.mp3	6588
common_voice_xmf_42905721.mp3	6876
common_voice_xmf_42091844.mp3	9000
common_voice_xmf_42407503.mp3	4176
common_voice_xmf_42635393.mp3	4140
common_voice_xmf_42376830.mp3	7416
common_voice_xmf_42690907.mp3	11016
common_voice_xmf_42482474.mp3	4860
common_voice_xmf_43108927.mp3	4068
common_voice_xmf_42073945.mp3	6048
common_voice_xmf_42478066.mp3	7056
common_voice_xmf_42243284.mp3	8136
common_voice_xmf_42539297.mp3	6156
common_voice_xmf_42104455.mp3	5976
common_voice_xmf_42697214.mp3	5112
common_voice_xmf_42243077.mp3	8028
common_voice_xmf_42545593.mp3	4860
common_voice_xmf_42444720.mp3	7308
common_voice_xmf_43443483.mp3	6552
common_voice_xmf_42443942.mp3	5760
common_voice_xmf_42659558.mp3	4608
common_voice_xmf_42067683.mp3	7236
common_voice_xmf_42691604.mp3	7164
common_voice_xmf_42073927.mp3	10620
common_voice_xmf_42392825.mp3	3168
common_voice_xmf_43012682.mp3	5256
common_voice_xmf_42074384.mp3	4680
common_voice_xmf_42482253.mp3	2988
common_voice_xmf_42400548.mp3	7308
common_voice_xmf_42879508.mp3	5580
common_voice_xmf_42243075.mp3	10656
common_voice_xmf_42531938.mp3	4968
common_voice_xmf_42149159.mp3	4608
common_voice_xmf_42690959.mp3	4860
common_voice_xmf_42482334.mp3	5400
common_voice_xmf_42447829.mp3	4860
common_voice_xmf_42351726.mp3	5616
common_voice_xmf_42400968.mp3	5436
common_voice_xmf_42444810.mp3	6696
common_voice_xmf_42067281.mp3	6300
common_voice_xmf_42469128.mp3	5796
common_voice_xmf_42531838.mp3	4356
common_voice_xmf_42690799.mp3	4140
common_voice_xmf_42025527.mp3	5328
common_voice_xmf_42432036.mp3	7488
common_voice_xmf_42427946.mp3	5796
common_voice_xmf_42478145.mp3	5148
common_voice_xmf_42449029.mp3	3600
common_voice_xmf_42385325.mp3	3456
common_voice_xmf_42424303.mp3	6156
common_voice_xmf_42062140.mp3	7308
common_voice_xmf_43147470.mp3	5760
common_voice_xmf_42539265.mp3	5580
common_voice_xmf_42623823.mp3	7056
common_voice_xmf_42439543.mp3	5868
common_voice_xmf_42401172.mp3	8496
common_voice_xmf_42482244.mp3	7668
common_voice_xmf_43147231.mp3	4176
common_voice_xmf_42551501.mp3	7020
common_voice_xmf_42539145.mp3	6300
common_voice_xmf_42691078.mp3	5580
common_voice_xmf_42027193.mp3	4860
common_voice_xmf_42427956.mp3	10260
common_voice_xmf_43228623.mp3	5580
common_voice_xmf_42367772.mp3	5256
common_voice_xmf_42635599.mp3	6336
common_voice_xmf_42424190.mp3	3096
common_voice_xmf_42381273.mp3	7956
common_voice_xmf_42463096.mp3	3708
common_voice_xmf_42377055.mp3	6840
common_voice_xmf_42087942.mp3	8028
common_voice_xmf_43127632.mp3	5436
common_voice_xmf_43228585.mp3	9792
common_voice_xmf_42351137.mp3	3708
common_voice_xmf_43228628.mp3	4644
common_voice_xmf_42690933.mp3	6840
common_voice_xmf_42023424.mp3	4248
common_voice_xmf_42539221.mp3	4788
common_voice_xmf_42539154.mp3	7596
common_voice_xmf_42407504.mp3	5328
common_voice_xmf_42243232.mp3	8460
common_voice_xmf_42635486.mp3	3528
common_voice_xmf_42162964.mp3	5940
common_voice_xmf_42603240.mp3	8316
common_voice_xmf_42067483.mp3	6696
common_voice_xmf_42414519.mp3	5868
common_voice_xmf_42025965.mp3	9900
common_voice_xmf_42088081.mp3	6408
common_voice_xmf_42435904.mp3	5616
common_voice_xmf_42605025.mp3	6120
common_voice_xmf_42343670.mp3	6480
common_voice_xmf_42014679.mp3	5976
common_voice_xmf_43216341.mp3	5004
common_voice_xmf_42905730.mp3	3996
common_voice_xmf_42067489.mp3	5868
common_voice_xmf_42377268.mp3	10836
common_voice_xmf_42427858.mp3	5400
common_voice_xmf_42397773.mp3	4860
common_voice_xmf_42416389.mp3	5796
common_voice_xmf_42697265.mp3	4428
common_voice_xmf_42562196.mp3	8424
common_voice_xmf_42062026.mp3	9576
common_voice_xmf_42623810.mp3	7740
common_voice_xmf_42447263.mp3	8676
common_voice_xmf_42087765.mp3	6840
common_voice_xmf_42449062.mp3	9000
common_voice_xmf_42602949.mp3	2448
common_voice_xmf_42351133.mp3	7308
common_voice_xmf_42435794.mp3	9072
common_voice_xmf_42450816.mp3	4140
common_voice_xmf_42171683.mp3	6300
common_voice_xmf_42435913.mp3	7920
common_voice_xmf_42401174.mp3	5940
common_voice_xmf_43127217.mp3	8280
common_voice_xmf_42408329.mp3	6840
common_voice_xmf_42162962.mp3	6660
common_voice_xmf_42381436.mp3	7128
common_voice_xmf_42691563.mp3	10584
common_voice_xmf_42400852.mp3	5508
common_voice_xmf_42025607.mp3	5760
common_voice_xmf_42427907.mp3	6876
common_voice_xmf_42368014.mp3	6156
common_voice_xmf_42435783.mp3	7596
common_voice_xmf_43108803.mp3	4788
common_voice_xmf_42444315.mp3	9396
common_voice_xmf_42659557.mp3	5040
common_voice_xmf_42462581.mp3	5616
common_voice_xmf_41964922.mp3	6228
common_voice_xmf_43127237.mp3	4896
common_voice_xmf_42432026.mp3	3384
common_voice_xmf_42066912.mp3	7776
common_voice_xmf_43108754.mp3	5580
common_voice_xmf_42400594.mp3	5040
common_voice_xmf_42104260.mp3	8208
common_voice_xmf_42400422.mp3	5796
common_voice_xmf_42697320.mp3	6552
common_voice_xmf_42363684.mp3	3528
common_voice_xmf_42400369.mp3	5940
common_voice_xmf_42852332.mp3	4788
common_voice_xmf_42401246.mp3	4716
common_voice_xmf_42635432.mp3	3096
common_voice_xmf_42447354.mp3	5148
common_voice_xmf_42427895.mp3	5868
common_voice_xmf_42675875.mp3	4608
common_voice_xmf_42397325.mp3	6660
common_voice_xmf_42400828.mp3	6840
common_voice_xmf_42067931.mp3	4680
common_voice_xmf_42635410.mp3	3996
common_voice_xmf_42062768.mp3	3888
common_voice_xmf_42067018.mp3	6768
common_voice_xmf_42367196.mp3	9576
common_voice_xmf_43308338.mp3	8136
common_voice_xmf_42137021.mp3	5040
common_voice_xmf_42405567.mp3	9180
common_voice_xmf_43243975.mp3	7056
common_voice_xmf_42386354.mp3	12456
common_voice_xmf_42067891.mp3	6948
common_voice_xmf_42243053.mp3	7848
common_voice_xmf_42583342.mp3	9720
common_voice_xmf_42677696.mp3	6732
common_voice_xmf_42635572.mp3	5148
common_voice_xmf_42459649.mp3	2880
common_voice_xmf_42691076.mp3	3276
common_voice_xmf_42381643.mp3	5616
common_voice_xmf_43308309.mp3	4680
common_voice_xmf_42397666.mp3	6876
common_voice_xmf_42609431.mp3	6300
common_voice_xmf_42447833.mp3	5940
common_voice_xmf_42697325.mp3	10260
common_voice_xmf_42386281.mp3	7236
common_voice_xmf_42532429.mp3	5328
common_voice_xmf_42620954.mp3	6516
common_voice_xmf_42014383.mp3	5400
common_voice_xmf_42676098.mp3	4428
common_voice_xmf_42675859.mp3	6840
common_voice_xmf_42531817.mp3	4860
common_voice_xmf_42688159.mp3	3708
common_voice_xmf_42380452.mp3	9828
common_voice_xmf_42385190.mp3	5328
common_voice_xmf_42104257.mp3	3996
common_voice_xmf_43108941.mp3	6120
common_voice_xmf_42352595.mp3	7128
common_voice_xmf_42690801.mp3	5076
common_voice_xmf_42401044.mp3	7056
common_voice_xmf_42482337.mp3	4320
common_voice_xmf_43073834.mp3	8856
common_voice_xmf_42006639.mp3	6120
common_voice_xmf_42137200.mp3	6120
common_voice_xmf_42137725.mp3	6588
common_voice_xmf_42635606.mp3	7200
common_voice_xmf_42450745.mp3	7740
common_voice_xmf_42562060.mp3	5724
common_voice_xmf_42459623.mp3	4896
common_voice_xmf_42062109.mp3	5688
common_voice_xmf_42427906.mp3	7308
common_voice_xmf_42381641.mp3	4896
common_voice_xmf_43243968.mp3	5724
common_voice_xmf_42677688.mp3	4716
common_voice_xmf_43308375.mp3	5076
common_voice_xmf_42677700.mp3	8424
common_voice_xmf_42243052.mp3	5868
common_voice_xmf_42386125.mp3	7488
common_voice_xmf_42690990.mp3	8100
common_voice_xmf_43147212.mp3	5760
common_voice_xmf_43127345.mp3	4608
common_voice_xmf_42583380.mp3	7704
common_voice_xmf_42690707.mp3	4500
common_voice_xmf_41956406.mp3	5220
common_voice_xmf_42243230.mp3	9540
common_voice_xmf_42376862.mp3	6156
common_voice_xmf_43108910.mp3	6588
common_voice_xmf_42457142.mp3	8172
common_voice_xmf_42531847.mp3	6840
common_voice_xmf_42394086.mp3	4248
common_voice_xmf_43100306.mp3	4176
common_voice_xmf_42450859.mp3	4320
common_voice_xmf_42435756.mp3	7848
common_voice_xmf_42675828.mp3	8640
common_voice_xmf_42447443.mp3	7488
common_voice_xmf_42435730.mp3	5976
common_voice_xmf_42482415.mp3	8028
common_voice_xmf_42443994.mp3	3708
common_voice_xmf_42462920.mp3	6876
common_voice_xmf_42380807.mp3	8568
common_voice_xmf_42055407.mp3	6948
common_voice_xmf_41993775.mp3	10008
common_voice_xmf_42427905.mp3	8028
common_voice_xmf_42243068.mp3	7200
common_voice_xmf_43108684.mp3	7560
common_voice_xmf_42447958.mp3	8676
common_voice_xmf_42405851.mp3	4320
common_voice_xmf_42027300.mp3	9828
common_voice_xmf_42243283.mp3	2988
common_voice_xmf_42603273.mp3	3708
common_voice_xmf_42014678.mp3	5400
common_voice_xmf_42447632.mp3	5220
common_voice_xmf_42062092.mp3	6156
common_voice_xmf_42385282.mp3	4428
common_voice_xmf_43206594.mp3	4860
common_voice_xmf_42478122.mp3	10116
common_voice_xmf_42985436.mp3	7632
common_voice_xmf_42401650.mp3	8028
common_voice_xmf_42405792.mp3	5328
common_voice_xmf_42062247.mp3	5220
common_voice_xmf_42351817.mp3	4536
common_voice_xmf_42062138.mp3	7776
common_voice_xmf_41964658.mp3	6948
common_voice_xmf_42424188.mp3	3600
common_voice_xmf_42067656.mp3	4608
common_voice_xmf_42562044.mp3	5580
common_voice_xmf_42427773.mp3	5328
common_voice_xmf_42603252.mp3	4716
common_voice_xmf_43147215.mp3	8856
common_voice_xmf_42067532.mp3	4356
common_voice_xmf_42401181.mp3	5976
common_voice_xmf_42025655.mp3	6156
common_voice_xmf_42136361.mp3	7200
