client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	sentence_norm	duration[ms]
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42539355.wav	7db2b149eef6ec1aaca2b128efeddb0751933a7b6f9622f3b34bf60cc6e60d9d	ბული წვანც კოლო რენია		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ბული წვანც კოლო რენია	3780
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42539403.wav	0ec63f9e781f7ad24f911487eee988dfd235861edbd28adfa7ce0e805e5e4da9	თის ულამუდჷ ართ გერზვენუა ნაცალაშ დო წირ ქობალიშ კაკალიშ მუნაწიიშე ჭეშ გიმოჩამა.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		თის ულამუდჷ ართ გერზვენუა ნაცალაშ დო წირ ქობალიშ კაკალიშ მუნაწიიშე ჭეშ გიმოჩამა	6948
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42539405.wav	8299c96019231ca166055d3173b6bc166e7f0a24c997c56185d42be5191b7477	თოლიშ გოვალაფა დო არძოქ ართო თეჸურე მიდეგურგინჷ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		თოლიშ გოვალაფა დო არძოქ ართო თეჸურე მიდეგურგინჷ	4140
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42539413.wav	b8316df3fe1e188175f00296783b1f91290f046363cc076ae8370e645c31b94f	ქიმერთეს ართი ნჯაში ჯინჯიშა, ფერი ბორჯისჷ მართახიქჷ ქჷგაშინჷ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ქიმერთეს ართი ნჯაში ჯინჯიშა ფერი ბორჯისჷ მართახიქჷ ქჷგაშინჷ	5328
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42539423.wav	f2040b5776280e4d33fb111e5b42baebb35a46dd405d4c846c1bb3b1b0c8b145	შარას ქაუხვადჷ ხარაზიქჷ დო იდეს, მიდართეს წორო.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		შარას ქაუხვადჷ ხარაზიქჷ დო იდეს მიდართეს წორო	4356
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42545588.wav	23845a87f7e77f4c341fad15b5d84ea55c644d61d5741760611322744759f2ac	თინა ვეჭვალს, თინა ვასქუნს, თის გურთანშა ვაწაკინინე, უჭყანიე რენ თიშენ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		თინა ვეჭვალს თინა ვასქუნს თის გურთანშა ვაწაკინინე უჭყანიე რენ თიშენ	6336
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42545594.wav	45cb5d619d5f95c54e5b8358f82c01f02e8ea32cbbea4ac8390c41ab77bec46b	ვადუჯერეს თეს დო შხვა შარეფიში გორუა დიჭყეს.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ვადუჯერეს თეს დო შხვა შარეფიში გორუა დიჭყეს	4968
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42545601.wav	d1c7a9261060f4c5fc38339c3c114d4b2cda41b9ca336f99258c85765b36ade3	ართიშა დალენქ ქიგნოდოხოდეს გალე აბარწას დო ქუჯინენა ზღვას.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ართიშა დალენქ ქიგნოდოხოდეს გალე აბარწას დო ქუჯინენა ზღვას	6156
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42545603.wav	b4ed77b2fd4e9087499fb8935caa354d3912dd5885e7e405a0f51f5eab28435a	შურიშ მაკაშალო ხოლო უმოს ბორჯი ქუღუდეს, მუდგასით შურო ვარდეს გერჩქვანელეფი.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		შურიშ მაკაშალო ხოლო უმოს ბორჯი ქუღუდეს მუდგასით შურო ვარდეს გერჩქვანელეფი	5796
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42545608.wav	787edb9569c7ff5c4927d360901a323b0f18f9b29c26510bbf855d8beffa6543	ნაჭარა ართო სქვამას დო დონწყილო რდჷ ქიმინელი.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ნაჭარა ართო სქვამას დო დონწყილო რდჷ ქიმინელი	3816
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42545611.wav	f1c839fa0a23af196a3d86b1cf11134349654a0c04efade392d2ed49d932227a	ჭუმე კოჩი ოსურიში მჷმაჸონაფალი რენ,ტყა დო ტყას გილურსჷნ, ბრელი მუთუნ მოსაწონი ვარე.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ჭუმე კოჩი ოსურიში მჷმაჸონაფალი რენ ტყა დო ტყას გილურსჷნ ბრელი მუთუნ მოსაწონი ვარე	6156
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42546026.wav	790c8361c3a3d9b5da6537a8e61d44c7e34b2655cf6745e1ab3f73c7fbd32607	მუკ-მუკი ქუგუჸუნს რკინა დო თეშ რე ნამუდა, კარი ვაგორიდა სოლეთინ ვემნირთე დინახალე.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		მუკ მუკი ქუგუჸუნს რკინა დო თეშ რე ნამუდა კარი ვაგორიდა სოლეთინ ვემნირთე დინახალე	7560
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42546029.wav	9dd2ba4c8aa8e2c797b69875a6e9b9d6101cdb20e790e2fdbc481b0419c548c5	ქიგიოკიკინუ ირ დეტალს, ართშა რდუო დო ვარ ჟირშა ქიგუშურუ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ქიგიოკიკინუ ირ დეტალს ართშა რდუო დო ვარ ჟირშა ქიგუშურუ	7128
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551124.wav	e84571d25ead0eb763765718813b9c136c0bf4b20845000405306ae6c65d4f8c	ჭიჭე მაფასქირქ ვამიგამჷ, დუდს წყჷნარო გილუქანცუ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ჭიჭე მაფასქირქ ვამიგამჷ დუდს წყჷნარო გილუქანცუ	4968
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551130.wav	588bba3eabaac8dd6e0da0494ac27fcd029172036f2eaa3bea6232425dbb48da	გაჭირებულს გეუნჭირია		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		გაჭირებულს გეუნჭირია	2988
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551137.wav	ab0cead5daff60baad707f7d1c431a5fd46ff4578c12a4f736637a9e62408790	მა მოკო ქაღარდიში გურაფა დო მემიღუ ართი საკი ფარა.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		მა მოკო ქაღარდიში გურაფა დო მემიღუ ართი საკი ფარა	5328
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551154.wav	8c806065cf806850f74569633edc08b5b1d4c35f5d131834cde50f5ac81366fa	თენა რდჷ გეძირაფა თიჯგურა ქიანაშ, სოდეთ დღა ქუმურს დო კოჩიშ თასი ვადოსქიდუნ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		თენა რდჷ გეძირაფა თიჯგურა ქიანაშ სოდეთ დღა ქუმურს დო კოჩიშ თასი ვადოსქიდუნ	6120
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551155.wav	e727a4556f60e2c39730eb0010eeaa2a05515c27307f404811fd3686eb7ae54a	ბინეხიში დუმარგუაფალიშა ღვინი ვადეხარებე.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ბინეხიში დუმარგუაფალიშა ღვინი ვადეხარებე	4500
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551156.wav	46061da9ef164eacbc181c53af713c11397d1ea19d6dff437a1ff71d065c1a7f	მიოჯინჷნი, ქოძირჷ ართი სქვამი ცირა დილენგარს ჯაში ჯინს.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		მიოჯინჷნი ქოძირჷ ართი სქვამი ცირა დილენგარს ჯაში ჯინს	4788
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551193.wav	0e440b4471dd12d8a77af0b270319d7b428dc39f210b514b08e5d0e38b937163	ადრეიანი ირფელი ჯგირი რე ღურაში მეტია.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ადრეიანი ირფელი ჯგირი რე ღურაში მეტია	3960
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551374.wav	601c6ae306daaf0f78a51ee7ed3cb99bd94bd6ccf6a1b99968be0575b4b1b05b	გვარიანი ხანიში მიშულაში დროს, მეჩჷ სრუვილქ, ღორონს ქეშეთხუკონი სქუა.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		გვარიანი ხანიში მიშულაში დროს მეჩჷ სრუვილქ ღორონს ქეშეთხუკონი სქუა	5868
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551378.wav	bda1af5573f707b8bd6a63edece3dd23216a7d686b703fd028acdc249348c011	ართიშახ მეჩხომექ მიდართ ჩხომის ოჭოფუშა.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ართიშახ მეჩხომექ მიდართ ჩხომის ოჭოფუშა	3816
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551381.wav	749e51520d7eabdc80943b1d8b99edceb2ce0f7ddd9aa4ccb10fcfe42e153066	ართი ბჟაშე ჸვალი დო მარწვენი ართო ვაგშუურსია		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ართი ბჟაშე ჸვალი დო მარწვენი ართო ვაგშუურსია	5616
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551471.wav	8a1c1afccd417ff918e9c068c75a82244a3af7467bd03403bc35753df41e1481	არძო სქილედი ართმანგი რე.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		არძო სქილედი ართმანგი რე	3060
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551498.wav	01959231b1ffcc96b17576c78189f8e93a3f70faa30794f9a04e4af56ddf59b8	ქოთომეფქ ოჭკორიეშ ძაღარეფს ქიგლაცოჸეს.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ქოთომეფქ ოჭკორიეშ ძაღარეფს ქიგლაცოჸეს	4608
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551502.wav	0a67b702e631a0538dc9353686954bb0fd3c89a656c7b6a73b90f9ddd2863397	მუ გოკო ქიგედოხოდ ართ ადგილს		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		მუ გოკო ქიგედოხოდ ართ ადგილს	3348
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551550.wav	d19d819369943b25a427db87841f4fca85c839e326cee99cd3e2633c79c697a6	ხვალე თინა რდჷ ფერმას, მით დღამუშის ვეძიცანდუნ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ხვალე თინა რდჷ ფერმას მით დღამუშის ვეძიცანდუნ	4068
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42551554.wav	1ee1fae6b16897a6aaf260f5a7847aa594c42d1c641722b812d653f3d0cd9a4b	თეშენ იჸუ, ნამდა ამშვ წანერი ვორდინ თეშ ვარია ქოვუწი მახანტალიშ გოსოფურ კარიერას.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		თეშენ იჸუ ნამდა ამშვ წანერი ვორდინ თეშ ვარია ქოვუწი მახანტალიშ გოსოფურ კარიერას	6876
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42610994.wav	2c4a2344221d2c2fde72f823d6a069f986cf731704dd644d7979d26554d93014	ორქოში მადენი დიხას ოფურუანს დო თიშენი რე ჸვანას დაჩხირი გუთმურჩქინდუნიე.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ორქოში მადენი დიხას ოფურუანს დო თიშენი რე ჸვანას დაჩხირი გუთმურჩქინდუნიე	5976
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42610996.wav	2a411af1b911d2b6d4aa571d49580f9ef564906573e9473c9ed581576966b6e9	ქიხვამილუ მუშ ლატყვაჟია, ნამუთ ირო დანჯირალ ოთახუშ კუნთხუშა კინუპონუდუნ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ქიხვამილუ მუშ ლატყვაჟია ნამუთ ირო დანჯირალ ოთახუშ კუნთხუშა კინუპონუდუნ	5256
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635373.wav	db79be78c7c6f794a2e87007a863cd2b8501a398720963efec7043dae16e3f55	მუში სიმონკათი ათე მარკინექ პარკიშორო ვაქიგეხორცქუო.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		მუში სიმონკათი ათე მარკინექ პარკიშორო ვაქიგეხორცქუო	4968
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635376.wav	e4d9fe5a0578518de45abeca8d44f1d0ac192df2bd36630fcd498b30f6a5c02a	ჩქიმდე გლახა ვა მოხვადუ ის დღას დო ამიორს!		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ჩქიმდე გლახა ვა მოხვადუ ის დღას დო ამიორს	4356
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635381.wav	e780457b7763c7ec7c5830e0e14f37fd9214e084ff6660bb725b92e6d278d54e	მა ვორექ სკანი ჯიში		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		მა ვორექ სკანი ჯიში	3060
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635384.wav	4b7306f94565717ce699bd2bc544c4873cf242e554f36d7b766a6f35546c02a1	კიდალეფი თხითხუ უღუდუნ თიშენ აკოცუა, იჩიებუდეს.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		კიდალეფი თხითხუ უღუდუნ თიშენ აკოცუა იჩიებუდეს	4716
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635391.wav	c924bad026340244f4c902313c26a26df267492b79c4768acc1ca2483e581a5b	ვულკან ჯგირო ქოგაფჷ ეშაწიმინდელდა, თიშ დაჩხირი წორო რზჷ დო დღას ვეშახორცქუ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ვულკან ჯგირო ქოგაფჷ ეშაწიმინდელდა თიშ დაჩხირი წორო რზჷ დო დღას ვეშახორცქუ	5796
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635392.wav	dac440778fe2269a6fa85329ea15834c54b2c634810e732bb03c37dcbf1102f4	მიდგა ვემუშენდუნ, თის მუშ თია ოჭკომალიშ ხვალე გვერდი აშიიდჷ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		მიდგა ვემუშენდუნ თის მუშ თია ოჭკომალიშ ხვალე გვერდი აშიიდჷ	5436
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635398.wav	d178142c387bbfa43f0a239975961840c706a8d4fcc887d4ede0cf3f75614432	დიდი წყარიშა ინულა ვარე საქმე ეშულა რენია ვარა		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		დიდი წყარიშა ინულა ვარე საქმე ეშულა რენია ვარა	4068
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635400.wav	e1cd95a3e1ff04807052f332a389bb8b02ce803f294d5b8d68825415f467bb0f	გიჯინ ე კოჩქ, ძალამი დეკვირ, მარა ჭკომილი ვარე ქობალი.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		გიჯინ ე კოჩქ ძალამი დეკვირ მარა ჭკომილი ვარე ქობალი	4860
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635402.wav	fc8b3e330314acfd6c65c9d807bc4ccfc635f3443503e0633100f25f6d330a9b	ჟაშხაშ შაყარუას ბორიაშ ოქუმიშ გედგუმაშ ამბეშა ხონარიშ მეჩამაქ ოკო გემანჯუკო.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ჟაშხაშ შაყარუას ბორიაშ ოქუმიშ გედგუმაშ ამბეშა ხონარიშ მეჩამაქ ოკო გემანჯუკო	6120
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635403.wav	d38befbb0b5d00db5c772ef4e930374971c48f8f78a91346ccd9da7137befd76	იჩის თეურენი, თაურენი დო ბოლოს ათე სუმარ კოჩქ ქუმაჸუნ თე ნოსაში მაგორალი კოჩიში ანბეს.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		იჩის თეურენი თაურენი დო ბოლოს ათე სუმარ კოჩქ ქუმაჸუნ თე ნოსაში მაგორალი კოჩიში ანბეს	7560
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635405.wav	9fda7a82e25ba6754785beb0cb598d90ac3723c7dbfa9c1312360ac2ddb7b0db	ფარფალიეფიშ გოჩინებაფა გოკონდა, ჟირ ვარა სუმ ბარუს ხოლო ქოგოურზე ოკო მუდგათ იჸინ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ფარფალიეფიშ გოჩინებაფა გოკონდა ჟირ ვარა სუმ ბარუს ხოლო ქოგოურზე ოკო მუდგათ იჸინ	6300
7805b6a0fad5179e158296a21de58b5fe3c805e92c0f78b07e2f4b827504587ba90773be202f684c4af69eff74e7c94e71e0569a689f48bc69d2cf5afb609353	common_voice_xmf_42635415.wav	475b532dd45e4744af9acd648e41adfb69ca0fd2e9f6b20d4e987a227b2d9e76	ქიმიანჭჷ ღობერს, დირგჷ გითალს დუდი დო მაჟირა განშე გეგთოსოფჷ.		4	0	twenties	male	ზუგიდური, ზუგიდური		xmf		ქიმიანჭჷ ღობერს დირგჷ გითალს დუდი დო მაჟირა განშე გეგთოსოფჷ	5940
